case,n,m,family,seed,configuration,macs,weight_density,kernel_words,kernel_sha256,input_words,cycles,cold,fetch,memory,wait,setup,scalar,retired,outputs
n16_m4_full_s1731_iterative_staged,16,4,full,1731,iterative_staged,64,1.0,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1448,2412,204,264,832,12,136,204,4
n16_m4_full_s1731_iterative_fused,16,4,full,1731,iterative_fused,64,1.0,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1320,2284,204,264,704,12,136,204,4
n16_m4_full_s1731_parallel_fused,16,4,full,1731,parallel_fused,64,1.0,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,808,1772,204,264,192,12,136,204,4
n16_m4_extrema_s1729_software,16,4,extrema,1729,software,64,1.0,5264,eeb77e590d59a98bfdcf1f99c00540403780f63b404cd476b6c33766d8dbd39f,80,12720,13684,4240,4760,0,0,3720,4240,4
n16_m4_extrema_s1729_iterative_staged,16,4,extrema,1729,iterative_staged,64,1.0,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1448,2412,204,264,832,12,136,204,4
n16_m4_extrema_s1729_iterative_fused,16,4,extrema,1729,iterative_fused,64,1.0,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1320,2284,204,264,704,12,136,204,4
n16_m4_extrema_s1729_parallel_fused,16,4,extrema,1729,parallel_fused,64,1.0,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,808,1772,204,264,192,12,136,204,4
n16_m8_zero_s1729_software,16,8,zero,1729,software,128,0.0,10528,842ec212691b5e29ab212bf05dfd21cf095be1e637448067c1f18914b3218e34,144,1248,2980,416,304,0,0,528,416,8
n16_m8_zero_s1729_iterative_staged,16,8,zero,1729,iterative_staged,128,0.0,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2896,4628,408,528,1664,24,272,408,8
n16_m8_zero_s1729_iterative_fused,16,8,zero,1729,iterative_fused,128,0.0,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2640,4372,408,528,1408,24,272,408,8
n16_m8_zero_s1729_parallel_fused,16,8,zero,1729,parallel_fused,128,0.0,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,1616,3348,408,528,384,24,272,408,8
n16_m8_sparse_s1729_software,16,8,sparse,1729,software,128,0.171875,10528,842ec212691b5e29ab212bf05dfd21cf095be1e637448067c1f18914b3218e34,144,5478,7210,1826,1924,0,0,1728,1826,8
n16_m8_sparse_s1729_iterative_staged,16,8,sparse,1729,iterative_staged,128,0.171875,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2896,4628,408,528,1664,24,272,408,8
n16_m8_sparse_s1729_iterative_fused,16,8,sparse,1729,iterative_fused,128,0.171875,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2640,4372,408,528,1408,24,272,408,8
n16_m8_sparse_s1729_parallel_fused,16,8,sparse,1729,parallel_fused,128,0.171875,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,1616,3348,408,528,384,24,272,408,8
n16_m8_sparse_s1730_software,16,8,sparse,1730,software,128,0.203125,10528,842ec212691b5e29ab212bf05dfd21cf095be1e637448067c1f18914b3218e34,144,6162,7894,2054,2176,0,0,1932,2054,8
n16_m8_sparse_s1730_iterative_staged,16,8,sparse,1730,iterative_staged,128,0.203125,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2896,4628,408,528,1664,24,272,408,8
n16_m8_sparse_s1730_iterative_fused,16,8,sparse,1730,iterative_fused,128,0.203125,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2640,4372,408,528,1408,24,272,408,8
n16_m8_sparse_s1730_parallel_fused,16,8,sparse,1730,parallel_fused,128,0.203125,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,1616,3348,408,528,384,24,272,408,8
n16_m8_sparse_s1731_software,16,8,sparse,1731,software,128,0.2109375,10528,842ec212691b5e29ab212bf05dfd21cf095be1e637448067c1f18914b3218e34,144,6231,7963,2077,2188,0,0,1966,2077,8
n16_m8_sparse_s1731_iterative_staged,16,8,sparse,1731,iterative_staged,128,0.2109375,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2896,4628,408,528,1664,24,272,408,8
n16_m8_sparse_s1731_iterative_fused,16,8,sparse,1731,iterative_fused,128,0.2109375,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2640,4372,408,528,1408,24,272,408,8
n16_m8_sparse_s1731_parallel_fused,16,8,sparse,1731,parallel_fused,128,0.2109375,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,1616,3348,408,528,384,24,272,408,8
n16_m8_small_s1729_software,16,8,small,1729,software,128,0.9453125,10528,842ec212691b5e29ab212bf05dfd21cf095be1e637448067c1f18914b3218e34,144,24453,26185,8151,9184,0,0,7118,8151,8
n16_m8_small_s1729_iterative_staged,16,8,small,1729,iterative_staged,128,0.9453125,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2896,4628,408,528,1664,24,272,408,8
n16_m8_small_s1729_iterative_fused,16,8,small,1729,iterative_fused,128,0.9453125,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2640,4372,408,528,1408,24,272,408,8
n16_m8_small_s1729_parallel_fused,16,8,small,1729,parallel_fused,128,0.9453125,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,1616,3348,408,528,384,24,272,408,8
n16_m8_small_s1730_software,16,8,small,1730,software,128,0.90625,10528,842ec212691b5e29ab212bf05dfd21cf095be1e637448067c1f18914b3218e34,144,23136,24868,7712,8638,0,0,6786,7712,8
n16_m8_small_s1730_iterative_staged,16,8,small,1730,iterative_staged,128,0.90625,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2896,4628,408,528,1664,24,272,408,8
n16_m8_small_s1730_iterative_fused,16,8,small,1730,iterative_fused,128,0.90625,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2640,4372,408,528,1408,24,272,408,8
n16_m8_small_s1730_parallel_fused,16,8,small,1730,parallel_fused,128,0.90625,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,1616,3348,408,528,384,24,272,408,8
n16_m8_small_s1731_software,16,8,small,1731,software,128,0.953125,10528,842ec212691b5e29ab212bf05dfd21cf095be1e637448067c1f18914b3218e34,144,24870,26602,8290,9370,0,0,7210,8290,8
n16_m8_small_s1731_iterative_staged,16,8,small,1731,iterative_staged,128,0.953125,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2896,4628,408,528,1664,24,272,408,8
n16_m8_small_s1731_iterative_fused,16,8,small,1731,iterative_fused,128,0.953125,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2640,4372,408,528,1408,24,272,408,8
n16_m8_small_s1731_parallel_fused,16,8,small,1731,parallel_fused,128,0.953125,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,1616,3348,408,528,384,24,272,408,8
n16_m8_full_s1729_software,16,8,full,1729,software,128,0.9921875,10528,842ec212691b5e29ab212bf05dfd21cf095be1e637448067c1f18914b3218e34,144,25227,26959,8409,9436,0,0,7382,8409,8
n16_m8_full_s1729_iterative_staged,16,8,full,1729,iterative_staged,128,0.9921875,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2896,4628,408,528,1664,24,272,408,8
n16_m8_full_s1729_iterative_fused,16,8,full,1729,iterative_fused,128,0.9921875,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2640,4372,408,528,1408,24,272,408,8
n16_m8_full_s1729_parallel_fused,16,8,full,1729,parallel_fused,128,0.9921875,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,1616,3348,408,528,384,24,272,408,8
n16_m8_full_s1730_software,16,8,full,1730,software,128,1.0,10528,842ec212691b5e29ab212bf05dfd21cf095be1e637448067c1f18914b3218e34,144,25404,27136,8468,9502,0,0,7434,8468,8
n16_m8_full_s1730_iterative_staged,16,8,full,1730,iterative_staged,128,1.0,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2896,4628,408,528,1664,24,272,408,8
n16_m8_full_s1730_iterative_fused,16,8,full,1730,iterative_fused,128,1.0,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2640,4372,408,528,1408,24,272,408,8
n16_m8_full_s1730_parallel_fused,16,8,full,1730,parallel_fused,128,1.0,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,1616,3348,408,528,384,24,272,408,8
n16_m8_full_s1731_software,16,8,full,1731,software,128,1.0,10528,842ec212691b5e29ab212bf05dfd21cf095be1e637448067c1f18914b3218e34,144,25356,27088,8452,9478,0,0,7426,8452,8
n16_m8_full_s1731_iterative_staged,16,8,full,1731,iterative_staged,128,1.0,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2896,4628,408,528,1664,24,272,408,8
n16_m8_full_s1731_iterative_fused,16,8,full,1731,iterative_fused,128,1.0,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2640,4372,408,528,1408,24,272,408,8
n16_m8_full_s1731_parallel_fused,16,8,full,1731,parallel_fused,128,1.0,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,1616,3348,408,528,384,24,272,408,8
n16_m8_extrema_s1729_software,16,8,extrema,1729,software,128,1.0,10528,842ec212691b5e29ab212bf05dfd21cf095be1e637448067c1f18914b3218e34,144,25440,27172,8480,9520,0,0,7440,8480,8
n16_m8_extrema_s1729_iterative_staged,16,8,extrema,1729,iterative_staged,128,1.0,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2896,4628,408,528,1664,24,272,408,8
n16_m8_extrema_s1729_iterative_fused,16,8,extrema,1729,iterative_fused,128,1.0,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,2640,4372,408,528,1408,24,272,408,8
n16_m8_extrema_s1729_parallel_fused,16,8,extrema,1729,parallel_fused,128,1.0,408,d95ee254e923724ff2f00c9198dafd6a01155d5fa0d7cc5a0a4d2dc3ba40bcfe,144,1616,3348,408,528,384,24,272,408,8
n32_m4_zero_s1729_software,32,4,zero,1729,software,128,0.0,10512,9c761fd046c394968bf36d91f094ddee8aec415fafd07ee07cad6cd3f745f859,160,1200,3124,400,280,0,0,520,400,4
n32_m4_zero_s1729_iterative_staged,32,4,zero,1729,iterative_staged,128,0.0,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2856,4780,396,520,1664,12,264,396,4
n32_m4_zero_s1729_iterative_fused,32,4,zero,1729,iterative_fused,128,0.0,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2600,4524,396,520,1408,12,264,396,4
n32_m4_zero_s1729_parallel_fused,32,4,zero,1729,parallel_fused,128,0.0,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,1576,3500,396,520,384,12,264,396,4
n32_m4_sparse_s1729_software,32,4,sparse,1729,software,128,0.1484375,10512,9c761fd046c394968bf36d91f094ddee8aec415fafd07ee07cad6cd3f745f859,160,4671,6595,1557,1588,0,0,1526,1557,4
n32_m4_sparse_s1729_iterative_staged,32,4,sparse,1729,iterative_staged,128,0.1484375,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2856,4780,396,520,1664,12,264,396,4
n32_m4_sparse_s1729_iterative_fused,32,4,sparse,1729,iterative_fused,128,0.1484375,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2600,4524,396,520,1408,12,264,396,4
n32_m4_sparse_s1729_parallel_fused,32,4,sparse,1729,parallel_fused,128,0.1484375,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,1576,3500,396,520,384,12,264,396,4
n32_m4_sparse_s1730_software,32,4,sparse,1730,software,128,0.2578125,10512,9c761fd046c394968bf36d91f094ddee8aec415fafd07ee07cad6cd3f745f859,160,7473,9397,2491,2674,0,0,2308,2491,4
n32_m4_sparse_s1730_iterative_staged,32,4,sparse,1730,iterative_staged,128,0.2578125,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2856,4780,396,520,1664,12,264,396,4
n32_m4_sparse_s1730_iterative_fused,32,4,sparse,1730,iterative_fused,128,0.2578125,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2600,4524,396,520,1408,12,264,396,4
n32_m4_sparse_s1730_parallel_fused,32,4,sparse,1730,parallel_fused,128,0.2578125,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,1576,3500,396,520,384,12,264,396,4
n32_m4_sparse_s1731_software,32,4,sparse,1731,software,128,0.1796875,10512,9c761fd046c394968bf36d91f094ddee8aec415fafd07ee07cad6cd3f745f859,160,5511,7435,1837,1918,0,0,1756,1837,4
n32_m4_sparse_s1731_iterative_staged,32,4,sparse,1731,iterative_staged,128,0.1796875,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2856,4780,396,520,1664,12,264,396,4
n32_m4_sparse_s1731_iterative_fused,32,4,sparse,1731,iterative_fused,128,0.1796875,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2600,4524,396,520,1408,12,264,396,4
n32_m4_sparse_s1731_parallel_fused,32,4,sparse,1731,parallel_fused,128,0.1796875,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,1576,3500,396,520,384,12,264,396,4
n32_m4_small_s1729_software,32,4,small,1729,software,128,0.9453125,10512,9c761fd046c394968bf36d91f094ddee8aec415fafd07ee07cad6cd3f745f859,160,23421,25345,7807,8668,0,0,6946,7807,4
n32_m4_small_s1729_iterative_staged,32,4,small,1729,iterative_staged,128,0.9453125,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2856,4780,396,520,1664,12,264,396,4
n32_m4_small_s1729_iterative_fused,32,4,small,1729,iterative_fused,128,0.9453125,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2600,4524,396,520,1408,12,264,396,4
n32_m4_small_s1729_parallel_fused,32,4,small,1729,parallel_fused,128,0.9453125,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,1576,3500,396,520,384,12,264,396,4
n32_m4_small_s1730_software,32,4,small,1730,software,128,0.953125,10512,9c761fd046c394968bf36d91f094ddee8aec415fafd07ee07cad6cd3f745f859,160,24306,26230,8102,9088,0,0,7116,8102,4
n32_m4_small_s1730_iterative_staged,32,4,small,1730,iterative_staged,128,0.953125,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2856,4780,396,520,1664,12,264,396,4
n32_m4_small_s1730_iterative_fused,32,4,small,1730,iterative_fused,128,0.953125,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2600,4524,396,520,1408,12,264,396,4
n32_m4_small_s1730_parallel_fused,32,4,small,1730,parallel_fused,128,0.953125,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,1576,3500,396,520,384,12,264,396,4
n32_m4_small_s1731_software,32,4,small,1731,software,128,0.953125,10512,9c761fd046c394968bf36d91f094ddee8aec415fafd07ee07cad6cd3f745f859,160,24498,26422,8166,9184,0,0,7148,8166,4
n32_m4_small_s1731_iterative_staged,32,4,small,1731,iterative_staged,128,0.953125,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2856,4780,396,520,1664,12,264,396,4
n32_m4_small_s1731_iterative_fused,32,4,small,1731,iterative_fused,128,0.953125,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2600,4524,396,520,1408,12,264,396,4
n32_m4_small_s1731_parallel_fused,32,4,small,1731,parallel_fused,128,0.953125,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,1576,3500,396,520,384,12,264,396,4
n32_m4_full_s1729_software,32,4,full,1729,software,128,0.984375,10512,9c761fd046c394968bf36d91f094ddee8aec415fafd07ee07cad6cd3f745f859,160,24990,26914,8330,9340,0,0,7320,8330,4
n32_m4_full_s1729_iterative_staged,32,4,full,1729,iterative_staged,128,0.984375,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2856,4780,396,520,1664,12,264,396,4
n32_m4_full_s1729_iterative_fused,32,4,full,1729,iterative_fused,128,0.984375,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2600,4524,396,520,1408,12,264,396,4
n32_m4_full_s1729_parallel_fused,32,4,full,1729,parallel_fused,128,0.984375,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,1576,3500,396,520,384,12,264,396,4
n32_m4_full_s1730_software,32,4,full,1730,software,128,1.0,10512,9c761fd046c394968bf36d91f094ddee8aec415fafd07ee07cad6cd3f745f859,160,25152,27076,8384,9376,0,0,7392,8384,4
n32_m4_full_s1730_iterative_staged,32,4,full,1730,iterative_staged,128,1.0,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2856,4780,396,520,1664,12,264,396,4
n32_m4_full_s1730_iterative_fused,32,4,full,1730,iterative_fused,128,1.0,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2600,4524,396,520,1408,12,264,396,4
n32_m4_full_s1730_parallel_fused,32,4,full,1730,parallel_fused,128,1.0,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,1576,3500,396,520,384,12,264,396,4
n32_m4_full_s1731_software,32,4,full,1731,software,128,0.9921875,10512,9c761fd046c394968bf36d91f094ddee8aec415fafd07ee07cad6cd3f745f859,160,25263,27187,8421,9454,0,0,7388,8421,4
n32_m4_full_s1731_iterative_staged,32,4,full,1731,iterative_staged,128,0.9921875,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2856,4780,396,520,1664,12,264,396,4
n32_m4_full_s1731_iterative_fused,32,4,full,1731,iterative_fused,128,0.9921875,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2600,4524,396,520,1408,12,264,396,4
n32_m4_full_s1731_parallel_fused,32,4,full,1731,parallel_fused,128,0.9921875,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,1576,3500,396,520,384,12,264,396,4
n32_m4_extrema_s1729_software,32,4,extrema,1729,software,128,1.0,10512,9c761fd046c394968bf36d91f094ddee8aec415fafd07ee07cad6cd3f745f859,160,25392,27316,8464,9496,0,0,7432,8464,4
n32_m4_extrema_s1729_iterative_staged,32,4,extrema,1729,iterative_staged,128,1.0,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2856,4780,396,520,1664,12,264,396,4
n32_m4_extrema_s1729_iterative_fused,32,4,extrema,1729,iterative_fused,128,1.0,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,2600,4524,396,520,1408,12,264,396,4
n32_m4_extrema_s1729_parallel_fused,32,4,extrema,1729,parallel_fused,128,1.0,396,5acd01a913062a9d7a8a0867c446747729c88c4705202cef5d2bf9c7ac220786,160,1576,3500,396,520,384,12,264,396,4
n64_m1_density_0_s1729_software,64,1,density_0,1729,software,64,0.0,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,588,2128,196,134,0,0,258,196,1
n64_m1_density_0_s1729_iterative_staged,64,1,density_0,1729,iterative_staged,64,0.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0_s1729_iterative_fused,64,1,density_0,1729,iterative_fused,64,0.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0_s1729_parallel_fused,64,1,density_0,1729,parallel_fused,64,0.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0_s1730_software,64,1,density_0,1730,software,64,0.0,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,588,2128,196,134,0,0,258,196,1
n64_m1_density_0_s1730_iterative_staged,64,1,density_0,1730,iterative_staged,64,0.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0_s1730_iterative_fused,64,1,density_0,1730,iterative_fused,64,0.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0_s1730_parallel_fused,64,1,density_0,1730,parallel_fused,64,0.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0_s1731_software,64,1,density_0,1731,software,64,0.0,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,588,2128,196,134,0,0,258,196,1
n64_m1_density_0_s1731_iterative_staged,64,1,density_0,1731,iterative_staged,64,0.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0_s1731_iterative_fused,64,1,density_0,1731,iterative_fused,64,0.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0_s1731_parallel_fused,64,1,density_0,1731,parallel_fused,64,0.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.01_s1729_software,64,1,density_0.01,1729,software,64,0.046875,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,1143,2683,381,344,0,0,418,381,1
n64_m1_density_0.01_s1729_iterative_staged,64,1,density_0.01,1729,iterative_staged,64,0.046875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.01_s1729_iterative_fused,64,1,density_0.01,1729,iterative_fused,64,0.046875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.01_s1729_parallel_fused,64,1,density_0.01,1729,parallel_fused,64,0.046875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.01_s1730_software,64,1,density_0.01,1730,software,64,0.046875,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,1167,2707,389,356,0,0,422,389,1
n64_m1_density_0.01_s1730_iterative_staged,64,1,density_0.01,1730,iterative_staged,64,0.046875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.01_s1730_iterative_fused,64,1,density_0.01,1730,iterative_fused,64,0.046875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.01_s1730_parallel_fused,64,1,density_0.01,1730,parallel_fused,64,0.046875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.01_s1731_software,64,1,density_0.01,1731,software,64,0.0,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,588,2128,196,134,0,0,258,196,1
n64_m1_density_0.01_s1731_iterative_staged,64,1,density_0.01,1731,iterative_staged,64,0.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.01_s1731_iterative_fused,64,1,density_0.01,1731,iterative_fused,64,0.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.01_s1731_parallel_fused,64,1,density_0.01,1731,parallel_fused,64,0.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.02_s1729_software,64,1,density_0.02,1729,software,64,0.0625,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,1308,2848,436,404,0,0,468,436,1
n64_m1_density_0.02_s1729_iterative_staged,64,1,density_0.02,1729,iterative_staged,64,0.0625,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.02_s1729_iterative_fused,64,1,density_0.02,1729,iterative_fused,64,0.0625,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.02_s1729_parallel_fused,64,1,density_0.02,1729,parallel_fused,64,0.0625,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.02_s1730_software,64,1,density_0.02,1730,software,64,0.046875,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,1167,2707,389,356,0,0,422,389,1
n64_m1_density_0.02_s1730_iterative_staged,64,1,density_0.02,1730,iterative_staged,64,0.046875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.02_s1730_iterative_fused,64,1,density_0.02,1730,iterative_fused,64,0.046875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
